accession_number,isXBRL,cost_of_goods_sold,operating_expenses,operating_income,earnings_per_share_basic,earnings_per_share_diluted,pretax_income,net_income,income_taxes,interest_expense,revenue,sga_expenses,accounts_payable,accounts_receivable,current_liabilities,noncurrent_liabilities,property_plant_and_equipment_net,assets,noncurrent_assets,current_assets,short_term_investments,long_term_debt,cash_and_cash_equivalents,liabilities,inventory,cash_end_of_period,depreciation_and_amortization,net_cash_from_financing_activities,net_cash_from_operating_activities,net_cash_from_investing_activities,capital_expenditures,stockholders_equity,goodwill,gross_profit,accumulated_other_comprehensive_income
0000003499-14-000005,1,,OperatingLeasesIncomeStatementLeaseRevenue,OperatingIncomeLoss,,,NetIncomeLoss,ProfitLoss,IncomeTaxExpenseBenefit,InterestAndDebtExpense,RealEstateRevenueNet,GeneralAndAdministrativeExpense,NotesPayable,AllowanceForDoubtfulAccountsReceivable,OtherLiabilities,OtherLiabilities,,Assets,Assets,,MarketableSecurities,,RestrictedCashAndCashEquivalents,StockholdersEquity,,NonCashAdditionsToRealEstate,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,,StockholdersEquity,,,
0000003499-15-000003,1,,OperatingLeasesIncomeStatementLeaseRevenue,OperatingIncomeLoss,,,NetIncomeLoss,ProfitLoss,IncomeTaxExpenseBenefit,InterestAndDebtExpense,RealEstateRevenueNet,GeneralAndAdministrativeExpense,NotesPayable,AllowanceForDoubtfulAccountsReceivable,OtherLiabilities,OtherLiabilities,,Assets,Assets,,OtherShortTermInvestments,,RestrictedCashAndCashEquivalents,StockholdersEquity,,NonCashAdditionsToRealEstate,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,StockholdersEquity,,,
0000003499-16-000034,1,,OperatingLeasesIncomeStatementLeaseRevenue,OperatingIncomeLoss,,,NetIncomeLoss,OperatingIncomeLoss,IncomeTaxExpenseBenefit,InterestAndDebtExpense,RealEstateRevenueNet,GeneralAndAdministrativeExpense,NotesPayable,AllowanceForDoubtfulAccountsReceivable,OtherLiabilities,OtherLiabilities,,Assets,Assets,,OtherShortTermInvestments,,RestrictedCashAndCashEquivalents,StockholdersEquity,,NonCashAdditionsToRealEstate,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,StockholdersEquity,,,
0000003499-17-000004,1,,OperatingLeasesIncomeStatementLeaseRevenue,OperatingIncomeLoss,,,NetIncomeLoss,OperatingIncomeLoss,IncomeTaxExpenseBenefit,InterestAndDebtExpense,RealEstateRevenueNet,GeneralAndAdministrativeExpense,NotesPayable,AllowanceForDoubtfulAccountsReceivable,OtherLiabilities,OtherLiabilities,,Assets,Assets,,MarketableSecurities,,RestrictedCashAndCashEquivalents,StockholdersEquity,,NonCashAdditionsToRealEstate,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,StockholdersEquity,,,
0000003499-18-000006,1,,OperatingLeasesIncomeStatementLeaseRevenue,OperatingIncomeLoss,,,NetIncomeLoss,OperatingIncomeLoss,IncomeTaxExpenseBenefit,InterestAndDebtExpense,RealEstateRevenueNet,GeneralAndAdministrativeExpense,NotesPayable,AllowanceForDoubtfulAccountsReceivable,OtherLiabilities,OtherLiabilities,,Assets,Assets,,MarketableSecurities,,RestrictedCashAndCashEquivalents,StockholdersEquity,RealEstateInvestmentsUnconsolidatedRealEstateAndOtherJointVentures,NonCashAdditionsToRealEstate,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,StockholdersEquity,,,
0000003499-19-000004,1,,OperatingLeasesIncomeStatementLeaseRevenue,OperatingIncomeLoss,,,NetIncomeLoss,OperatingIncomeLoss,IncomeTaxExpenseBenefit,InterestAndDebtExpense,RevenueFromContractWithCustomerExcludingAssessedTax,GeneralAndAdministrativeExpense,NotesPayable,AllowanceForDoubtfulAccountsReceivable,OtherLiabilities,OtherLiabilities,,Assets,Assets,,MarketableSecurities,,RestrictedCashAndCashEquivalents,StockholdersEquity,RealEstateInvestmentsUnconsolidatedRealEstateAndOtherJointVentures,NonCashAdditionsToRealEstate,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,,StockholdersEquity,,,
0000003499-20-000005,1,,OperatingExpenses,OperatingCostsAndExpenses,,,NetIncomeLoss,NetIncomeLoss,,InterestAndDebtExpense,Revenues,GeneralAndAdministrativeExpense,NotesPayable,AccountsReceivableNet,OtherLiabilities,OtherLiabilities,,Assets,Assets,,MarketableSecurities,,RestrictedCashAndCashEquivalents,StockholdersEquity,,NonCashAdditionsToRealEstate,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,,StockholdersEquity,,,
0000003499-21-000005,1,,OperatingExpenses,OperatingCostsAndExpenses,,,NetIncomeLoss,NetIncomeLoss,,InterestAndDebtExpense,Revenues,GeneralAndAdministrativeExpense,NotesPayable,AccountsReceivableNet,OtherLiabilities,OtherLiabilities,,Assets,Assets,,MarketableSecurities,,RestrictedCashAndCashEquivalents,StockholdersEquity,,NonCashAdditionsToRealEstate,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,,StockholdersEquity,,,
0000003545-15-000102,1,CostOfServices,RanchAndConservationOperatingExpenses,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,NonoperatingIncomeExpense,InterestExpense,Revenues,GeneralAndAdministrativeExpense,AccountsPayableCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,OtherPostretirementBenefitsPayableNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,LongTermLineOfCredit,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,OtherNoncashGainsLosses,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsForProceedsFromOtherInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,GrossProfit,
0000003545-16-000188,1,,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,NonoperatingIncomeExpense,InterestExpense,Revenues,GeneralAndAdministrativeExpense,AccountsPayableCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,OtherPostretirementBenefitsPayableNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,LongTermLineOfCredit,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,OtherOperatingActivitiesCashFlowStatement,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,OtherOperatingActivitiesCashFlowStatement,NetCashProvidedByUsedInInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,GrossProfit,
0000003545-17-000091,1,,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,NonoperatingIncomeExpense,InterestExpense,Revenues,GeneralAndAdministrativeExpense,AccountsPayableCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,OtherPostretirementBenefitsPayableNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,LongTermLineOfCredit,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,OtherOperatingActivitiesCashFlowStatement,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,OtherOperatingActivitiesCashFlowStatement,NetCashProvidedByUsedInInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,GrossProfit,
0000003545-18-000108,1,,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,NonoperatingIncomeExpense,InterestExpense,Revenues,GeneralAndAdministrativeExpense,AccountsPayableCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,OtherPostretirementBenefitsPayableNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,LongTermLineOfCredit,RestrictedCashAndCashEquivalents,StockholdersEquity,InventoryNet,NonCashInterestExpenseonDeferredGainonProperty,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,GrossProfit,
0000003545-19-000143,1,,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,NonoperatingIncomeExpense,InterestExpenseDebt,RevenueFromContractWithCustomerExcludingAssessedTax,GeneralAndAdministrativeExpense,AccountsPayableCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,OtherPostretirementBenefitsPayableNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,LongTermLineOfCredit,RestrictedCashAndCashEquivalents,StockholdersEquity,InventoryNet,NonCashInterestExpenseonDeferredGainonProperty,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,ProceedsFromInsuranceSettlementInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,GrossProfit,
0001564590-20-056379,1,,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,NonoperatingIncomeExpense,InterestExpenseDebt,RevenueFromContractWithCustomerExcludingAssessedTax,GeneralAndAdministrativeExpense,AccountsPayableCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,OtherLongtermDebtGrossNoncurrent,RestrictedCashAndCashEquivalents,StockholdersEquity,InventoryNet,OtherOperatingActivitiesCashFlowStatement,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,OtherOperatingActivitiesCashFlowStatement,ProceedsFromInsuranceSettlementInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,GrossProfit,
0001564590-21-059499,1,,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,NonoperatingIncomeExpense,InterestExpenseDebt,RevenueFromContractWithCustomerExcludingAssessedTax,GeneralAndAdministrativeExpense,AccountsPayableCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,OtherLongtermDebtGrossNoncurrent,RestrictedCashAndCashEquivalents,StockholdersEquity,InventoryNet,NetCashProvidedByUsedInOperatingActivities,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,ProceedsFromInsuranceSettlementInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,GrossProfit,
0000950123-11-018269,1,,OtherCostAndExpenseOperating,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,GeneralAndAdministrativeExpense,,,OtherLiabilities,OtherLiabilities,PropertyPlantAndEquipmentNet,Assets,Assets,,ShortTermInvestments,LongTermDebt,Cash,StockholdersEquity,,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,DepreciationAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,,,
0001193125-12-076843,1,,OtherCostAndExpenseOperating,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,GeneralAndAdministrativeExpense,,,OtherLiabilities,OtherLiabilities,PropertyPlantAndEquipmentNet,Assets,Assets,,ShortTermInvestments,LongTermDebt,Cash,StockholdersEquity,,NetCashProvidedByUsedInOperatingActivities,DepreciationAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001193125-13-069346,1,,OtherCostAndExpenseOperating,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,GeneralAndAdministrativeExpense,,,OtherLiabilities,OtherLiabilities,PropertyPlantAndEquipmentNet,Assets,Assets,,ShortTermInvestments,LongTermDebt,Cash,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAmortizationAndAccretionNet,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001193125-14-067345,1,,OtherCostAndExpenseOperating,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,GeneralAndAdministrativeExpense,,,OtherLiabilities,OtherLiabilities,PropertyPlantAndEquipmentNet,Assets,Assets,,ShortTermInvestments,LongTermDebt,Cash,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAmortizationAndAccretionNet,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,,
0001193125-15-060159,1,,OtherCostAndExpenseOperating,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,GeneralAndAdministrativeExpense,,,OtherLiabilities,OtherLiabilities,PropertyPlantAndEquipmentNet,Assets,Assets,,ShortTermInvestments,LongTermDebt,Cash,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAmortizationAndAccretionNet,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,,
0001193125-16-473635,1,,OtherCostAndExpenseOperating,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,GeneralAndAdministrativeExpense,,,OtherLiabilities,OtherLiabilities,PropertyPlantAndEquipmentNet,Assets,Assets,,ShortTermInvestments,LongTermDebt,Cash,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAmortizationAndAccretionNet,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001193125-17-052180,1,,OtherCostAndExpenseOperating,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,GeneralAndAdministrativeExpense,,,OtherLiabilities,OtherLiabilities,PropertyPlantAndEquipmentNet,Assets,Assets,,OtherInvestments,LongTermDebt,Cash,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAmortizationAndAccretionNet,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001193125-18-052080,1,,OtherCostAndExpenseOperating,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,GeneralAndAdministrativeExpenseAccrualAdjustment,,,OtherLiabilities,OtherLiabilities,PropertyPlantAndEquipmentNet,Assets,Assets,,OtherInvestments,LongTermDebt,Cash,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAmortizationAndAccretionNet,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsForProceedsFromOtherInvestingActivities,,StockholdersEquity,Goodwill,,
0001193125-19-045528,1,,OtherCostAndExpenseOperating,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,GeneralAndAdministrativeExpenseAccrualAdjustment,,,OtherLiabilities,OtherLiabilities,PropertyPlantAndEquipmentNet,Assets,Assets,,ShortTermInvestments,LongTermDebt,Cash,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAmortizationAndAccretionNet,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,,StockholdersEquity,Goodwill,,
0001564590-20-005335,1,,OtherCostAndExpenseOperating,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,GeneralAndAdministrativeExpenseAccrualAdjustment,,,OtherLiabilities,OtherLiabilities,PropertyPlantAndEquipmentNet,Assets,Assets,,OtherInvestments,LongTermDebt,Cash,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAmortizationAndAccretionNet,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,,StockholdersEquity,Goodwill,,
0001564590-21-007601,1,,OtherCostAndExpenseOperating,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,GeneralAndAdministrativeExpenseAccrualAdjustment,,,OtherLiabilities,OtherLiabilities,PropertyPlantAndEquipmentNet,Assets,Assets,,OtherInvestments,LongTermDebt,Cash,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAmortizationAndAccretionNet,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,,StockholdersEquity,Goodwill,,
0001193125-10-044488,1,,UtilitiesOperatingExpenseMaintenanceAndOperations,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,OtherNonoperatingIncomeExpense,InterestExpense,Revenues,,TaxesPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,TotalDeferredCreditsAndOtherLiabilities,TotalDeferredCreditsAndOtherLiabilities,PublicUtilitiesPropertyPlantAndEquipmentTransmission,Assets,RestrictedCashAndCashEquivalentsNoncurrent,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,RestrictedCashAndCashEquivalentsNoncurrent,TotalDeferredCreditsAndOtherLiabilities,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,PropertyPlantAndEquipmentAdditionsInAccountsPayable,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,,
0001193125-11-043729,1,,UtilitiesOperatingExpenseMaintenanceAndOperations,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,OtherNonoperatingIncomeExpense,InterestExpense,Revenues,,TaxesPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,TotalDeferredCreditsAndOtherLiabilities,TotalDeferredCreditsAndOtherLiabilities,PublicUtilitiesPropertyPlantAndEquipmentTransmission,Assets,RestrictedCashAndCashEquivalentsNoncurrent,AssetsCurrent,LiabilitiesCurrent,OtherLongTermDebtNoncurrent,RestrictedCashAndCashEquivalentsNoncurrent,TotalDeferredCreditsAndOtherLiabilities,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,PropertyPlantAndEquipmentAdditionsInAccountsPayable,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,,
